Demanda;Criado em;DRI Audiovisual;Data Entrega;Etapa;Área Demandadora
[REELS] [Nardon - Chamada para Youtube - Video PREA;July 29, 2025 11:37 AM;Lucas Liberato;;Aprovado;Social G4
[ADs] [PG] [GE] TG - 29.07.25;July 29, 2025 12:26 PM;Pedro Augusto;30/07/2025;Aprovado;Matricial
[ADs] [SELFCHECKOUT] [MIX] Alfredo;July 29, 2025 2:52 PM;Erik Gomes;31/07/2025;Aprovado;
Edição de pílulas de conteúdo para Skills;July 29, 2025 3:03 PM;;;Cancelado;
[REELS] [TALLIS GOMES] ;July 29, 2025 3:03 PM;Pedro Augusto;;Aprovado;
[YOUTUBE] [TG] JANTAR SÓCIOS;July 29, 2025 4:19 PM;Joyce Moraes;;Aprovado;
[ADs] [SELFCHECKOUT] [GDP] Tallis + Aftermovie;July 29, 2025 4:40 PM;Raffaella Lima;31/07/2025;Aprovado;
[ADs] [SELFCHECKOUT] [FNN+FG4] Cortes TG;July 29, 2025 4:54 PM;Pedro Augusto;18/08/2025;Aprovado;Educação
[ADs] [SELFCHECKOUT] [G4 CX] Corte Aftermovie;July 29, 2025 5:09 PM;Wilson Silva;31/07/2025;Aprovado;
[Skills] [AI na prática] Aula Magna - T01;July 29, 2025 6:26 PM;Thainá Vilhena;;Aprovado;Educação
[REELS] [G4 EDUCAÇÃO] Cultura G4 - Rene;July 30, 2025 9:19 AM;Erik Gomes;;Aprovado;Social G4
[Skills] [AI na prática] Aula 1 - T01;July 30, 2025 10:16 AM;Thainá Vilhena;;Aprovado;Educação
[Skills] [AI na prática] Aula 2 - T01;July 30, 2025 10:27 AM;Thainá Vilhena;;Aprovado;Educação
[CLASS 15] VÍDEO ABERTURA;July 30, 2025 11:06 AM;Wilson Silva;25/08/2025;Aprovado;Comunidades
[ADs] [PG] [GE] ALFREDO SOARES - 30.7;July 30, 2025 2:04 PM;Wilson Silva;31/07/2025;Aprovado;
[CURSO] Finanças para não Financeiros - Giovanni Colacicco;July 30, 2025 3:36 PM;Thainá Vilhena;;Aprovado;Educação
[AFTERMOVIE] Jantar dos Partners;July 30, 2025 3:36 PM;Joyce Moraes;;Aprovado;Matricial
[Skills] [AI na prática] Aula 3 - T01;July 30, 2025 3:40 PM;Thainá Vilhena;;Aprovado;Educação
[Skills] [AI na prática] Aula 4 - T01;July 30, 2025 3:43 PM;Gustavo Cairo;;Aprovado;Educação
[Skills] [AI na prática] Aula 5 - T01;July 30, 2025 3:56 PM;Thainá Vilhena;;Aprovado;Educação
[Skills] [AI na prática] Aula 6 - T01;July 30, 2025 4:08 PM;Thainá Vilhena;;Aprovado;Educação
[REELS] [G4 EDUCAÇÃO] G4 Na Prática;July 30, 2025 4:34 PM;Erik Gomes;;Cancelado;Social G4
[SCL] [Mentoria Online] 07;July 30, 2025 5:27 PM;Raffaella Lima;05/08/2025;Aprovado;Comunidades
[REELS] [G4] Quem é o Nardon;July 30, 2025 6:49 PM;Wilson Silva;07/08/2025;Aprovado;Social G4
[REELS] [G4]Quem é o Alfredo?;July 30, 2025 6:51 PM;Wilson Silva;26/08/2025;Aprovado;Social G4
[REELS] [G4] Quem é o Tallis;July 30, 2025 6:54 PM;Wilson Silva;26/08/2025;Aprovado;Social G4
[REELS] [G4]Quem é a Misa?;July 30, 2025 7:36 PM;Wilson Silva;26/08/2025;Aprovado;Social G4
[ON] [G4 JOURNEY] Turma 06 e 07;July 31, 2025 10:38 AM;Gui Juhas;;Aprovado;Educação
[CURSO] Desenvolvimento de pessoas como pilar estratégico - Cleonildo Scarabello;July 31, 2025 1:16 PM;Thainá Vilhena;;Aprovado;Educação
[CURSO] Como fazer rebranding de marca ;July 31, 2025 2:46 PM;Thainá Vilhena;05/11/2025;Aprovado;Educação
[ADs] [PG] REPORT GE com TG;July 31, 2025 3:36 PM;Joyce Moraes;;Aprovado;
[ADs] [PG] [REPORT RELANCAMENTO DE GE] JULIAN TONIOLI;July 31, 2025 3:46 PM;Wilson Silva;05/08/2025;Aprovado;
[MANIFESTO] [G4 Valley] Tallis Gomes;July 31, 2025 5:15 PM;Pedro Augusto;;Aprovado;Matricial
[ADs] [BU] [G4 Valley] Tallis Gomes;July 31, 2025 5:40 PM;Lucas Liberato;;Aprovado;Matricial
"[ADs] [PAID] [Depoimentos] Corte do Documentário ""Heróis do Brasil” - G4 Online";July 31, 2025 6:41 PM;Joyce Moraes;;Aprovado;Matricial
[ADs] [PAID] [G4 Online] Cortes Mentores;July 31, 2025 7:29 PM;Joyce Moraes;08/08/2025;Aprovado;Educação
[CURSO] Segurança da Informação - Juan Kleber;July 31, 2025 10:55 PM;Thainá Vilhena;;Aprovado;Educação
[CURSO] O papel do lider como mentor;August 4, 2025 3:23 PM;Thainá Vilhena;;Aprovado;Educação
[CURSO] Planos fundamentais para o desenvolvimento de pessoas - Cleo Scarabello;August 4, 2025 3:25 PM;Thainá Vilhena;08/10/2025;Aprovado;Educação
[YOUTUBE] [Nardon - OneDay + Reforbma do APTO;August 5, 2025 11:12 AM;Pedro Augusto;;Aprovado;
[REELS] [Nardon - Oneday +APTO;August 5, 2025 11:25 AM;Erik Gomes;;Aprovado;Social G4
[PODCAST] [EXTREMOS] LASARO DO CARMO;August 5, 2025 11:26 AM;Wilson Silva;05/08/2025;Aprovado;Podcast
 DO EMPREENDEDORISMO AO GOVERNO DE MINAS GERAIS COM ROMEU ZEMA | VOX LUMINIS ;August 5, 2025 2:14 PM;Pedro Augusto;;Aprovado;Podcast
[ADs] [PG] [GE] RELANÇAMENTO HATAB;August 5, 2025 2:59 PM;Raffaella Lima;11/08/2025;Aprovado;
 SEU ELIAS: DA CADEIRA DE BARBEIRO AO PALCO DO EMPREENDEDORISMO | EXTREMOS ;August 5, 2025 4:52 PM;Joyce Moraes;;Aprovado;Podcast
[JOURNEY] [T06 e T07] [AULA INAUGURAL] [BRUNO CUNHA] [05/08/2025];August 5, 2025 6:28 PM;Gustavo Cairo;05/08/2025;Aprovado;Educação
[REELS] [G4 Educação] Aquecimento - Valley;August 6, 2025 10:54 AM;Thainá Vilhena;;Cancelado;Social G4
[REELS] [G4 EDUCAÇÃO] Quem sou eu;August 6, 2025 4:17 PM;;;Cancelado;Social G4
[GEMP] TRILHA DE CONTEÚDO COM RODRIGO MAROJA - TRILHAS;August 7, 2025 10:31 AM;Thainá Vilhena;;Aprovado;Educação
[ADs] [PG] [GE] VINHETA COM NOVO KV;August 7, 2025 12:00 PM;Pedro Augusto;15/08/2025;Aprovado;
[ADs] [PG] [GE] Vídeo Upsell - Relançamento de GE;August 7, 2025 3:19 PM;Lucas Liberato;;Aprovado;
[CURSO] [APENAS GRAVAÇÃO] PALESTRA HARVARD NARDON;August 7, 2025 4:15 PM;Amanda Rui;;Aprovado;Educação
[EDIÇÃO] Video em Looping Feira CON25;August 7, 2025 4:56 PM;Gui Juhas;;Aprovado;Matricial
[CLASS 15] KV ANIMADO + VINHETAS GERAIS;August 7, 2025 6:46 PM;Wilson Silva;25/08/2025;Aprovado;Comunidades
[CLASS 15] VINHETAS DE INICIAREMOS/VOLTAREMOS;August 7, 2025 6:47 PM;Wilson Silva;25/08/2025;Aprovado;Comunidades
[CLASS 15] VINHETAS DE PALESTRANTES/PAINÉIS;August 7, 2025 6:47 PM;Wilson Silva;25/08/2025;Aprovado;Comunidades
[CLASS 15] VINHETA FESTA;August 7, 2025 6:48 PM;Wilson Silva;25/08/2025;Aprovado;Comunidades
[ADs] [PG] [GE] Rogério Melzi;August 8, 2025 5:54 PM;Gui Juhas;19/08/2025;Aprovado;
[ADs] [PAID] [Depoimento] Corte do de um reels postado - Alfredo;August 8, 2025 6:00 PM;Joyce Moraes;11/08/2025;Aprovado;Matricial
[GE] [Board Consultivo] Rogério Melzi;August 8, 2025 6:01 PM;Erik Gomes;22/01/2026;Aprovado;
Treinamento de vendas - Skills;August 8, 2025 6:01 PM;Thainá Vilhena;;Aprovado;Educação
[ADs] [PG] [GE] Henri Zylberstajn;August 8, 2025 6:03 PM;Erik Gomes;21/08/2025;Aprovado;
[ADs] [PG] [GE] Dennis Wang;August 8, 2025 6:04 PM;Gui Juhas;27/08/2025;Aprovado;
[ADs] [PAID] [Aftermovie] Corte do aftermovie de G4 Academia de Liderança par ads;August 8, 2025 6:15 PM;Erik Gomes;;Aprovado;Matricial
[SCL] - Scale Meeting - T02A Operações & Processos;August 11, 2025 11:15 AM;Gui Juhas;;Cancelado;Comunidades
[SCALE] - Workshop Estratégico - T02B DIA 2 - Operações & Processos;August 11, 2025 11:22 AM;Renata Nascimento;;Aprovado;Comunidades
[SCALE] - Workshop Estratégico - T02B DIA1 - Operações & Processos;August 11, 2025 11:25 AM;Renata Nascimento;;Aprovado;Comunidades
[YOUTUBE] [Nardon - iron 70.3 Rio;August 11, 2025 12:40 PM;Pedro Augusto;;Aprovado;
[REELS] [Youtube Nardon - 70.3 Rio;August 11, 2025 12:53 PM;Joyce Moraes;;Aprovado;Social G4
[ADs] [SPRINTS] [AR] BRUNO CUNHA;August 11, 2025 2:04 PM;Erik Gomes;21/08/2025;Aprovado;
 M&A, GOVERNANÇA E CAP TABLE: O JOGO GRANDE DAS NEGOCIAÇÕES COM CAROL AUDI | PAPO DE GESTÃO ;August 11, 2025 4:55 PM;Gui Juhas;;Aprovado;Podcast
Edição da Gravação TRA-076 - Dia 1;August 12, 2025 10:07 AM;Gui Juhas;;Aprovado;
[G4 Valley - lote 1] Vídeo abertura de ingressos.;August 12, 2025 11:04 AM;Lucas Liberato;;Aprovado;Matricial
G4 Traction - Corte de podcast para adicionar na aula (Mentor Gustavo Martins);August 12, 2025 1:38 PM;Joyce Moraes;;Aprovado;Educação
[ADs] [GE] Relançamento GE - Ads Maria Candida ;August 12, 2025 1:55 PM;Pedro Augusto;;Aprovado;
[ADs] [PG] [GE] Comunidade Heróis do Brasil - Ads Hatab;August 12, 2025 2:01 PM;Pedro Augusto;13/08/2025;Aprovado;
[ADs] [PG] [GEMP] Rodrigo Maroja;August 12, 2025 3:14 PM;Lucas Liberato;18/08/2025;Aprovado;
[ADs] [PP] [MKT&GROWTH] Felipe Hatab;August 12, 2025 3:53 PM;Lucas Liberato;15/08/2025;Aprovado;
[ADS DE PRÉ-INSCRIÇÃO] [CORPORATIVO] [G4 VALLEY] ALUNOS DO DOC HERÓIS DO BRASIL;August 13, 2025 10:43 AM;Gui Juhas;15/08/2025;Aprovado;Matricial
 DE EMPRESA FAMILIAR AO IPO: O CRESCIMENTO BILIONÁRIO DA LEVEROS COM TIZIANO PRAVATO | PAPO DE GESTÃO ;August 13, 2025 2:18 PM;Gui Juhas;18/08/2025;Aprovado;Podcast
[REELS] [ALFREDO SOARES] Cortes Valley;August 13, 2025 3:57 PM;Raffaella Lima;15/08/2025;Aprovado;Social G4
[REELS] [Tallis Gomes] Cortes G4 Valley;August 13, 2025 3:59 PM;Pedro Augusto;15/08/2025;Aprovado;
[GERAL] [PG] Case Allu - Pedro Sant’Anna - Relançamento GE;August 13, 2025 4:08 PM;Raffaella Lima;;Aprovado;
[GERAL] [PG] Case Jorge Advogados - Victor Jorge - Relançamento GE;August 13, 2025 4:17 PM;Raffaella Lima;;Aprovado;
[ADS][PAID][G4 Online] - Novo Formato de Ads;August 14, 2025 11:50 AM;Wilson Silva;15/08/2025;Aprovado;Educação
[ADs][PG][FG4 + GEMP] - Ideia de Produção de Vídeo;August 14, 2025 11:57 AM;Gustavo Cairo;03/09/2025;Aprovado;Educação
Curso Comunicação para Alta Performance;August 14, 2025 4:51 PM;Thainá Vilhena;;Aprovado;Educação
[YOUTUBE] Nardon - Market4u;August 14, 2025 8:50 PM;Pedro Augusto;;Aprovado;
[REELS] Nardon - Chamada para youtube - Market4u;August 14, 2025 8:51 PM;Raffaella Lima;;Aprovado;Social G4
[REELS] [G4 PODCASTS] CORTES EXTREMOS GUTO GALAMBA;August 15, 2025 11:12 AM;Wilson Silva;20/08/2025;Aprovado;Social G4
[GEMP] [TRILHA DE CONTEÚDO] [EXTRA] RODRIGO MAROJA;August 15, 2025 11:25 AM;Thainá Vilhena;22/09/2025;Aprovado;Educação
COMO CRIAR UMA CULTURA QUE SUSTENTA O CRESCIMENTO COM MARIA CÂNDIDA BAUMER | PAPO DE GESTÃO ;August 15, 2025 11:27 AM;Gui Juhas;22/08/2025;Aprovado;Podcast
Avaliação de Performance e Recompensa;August 15, 2025 11:59 AM;Thainá Vilhena;;Aprovado;Educação
[REELS] [G4 Educação] Cortes Valley;August 15, 2025 12:10 PM;Raffaella Lima;15/08/2025;Aprovado;Social G4
[REELS] [Bruno Nardon] Cortes Valley;August 15, 2025 12:20 PM;Thainá Vilhena;15/08/2025;Aprovado;Social G4
 A TECLA QUE MUDOU O JOGO DO OUTSOURCING NO BRASIL COM RAFAEL FIGUEIREDO | PAPO DE GESTÃO ;August 15, 2025 2:50 PM;Gui Juhas;;Aprovado;Podcast
[GEMP] CONTEÚDO DE NUTRIÇÃO - ANTONIO SANTOS;August 15, 2025 3:12 PM;Thainá Vilhena;29/08/2025;Aprovado;Educação
[CLASS 15] PROJETO BASE - REELS;August 15, 2025 4:33 PM;Wilson Silva;25/08/2025;Aprovado;Comunidades
[ADs] [PP] [G4 SALES] John;August 15, 2025 4:36 PM;Raffaella Lima;;Aprovado;
[VSL] [G4 Valley] Tallis Gomes;August 15, 2025 7:48 PM;Pedro Augusto;;Aprovado;Matricial
[ADs] [PAID] [G4 SALES] Cortes Aftermovie;August 15, 2025 8:12 PM;Gui Juhas;22/08/2025;Aprovado;
[YOUUTBE] [TG] HELISKI CHILE;August 18, 2025 11:23 AM;Joyce Moraes;;Aprovado;Youtube G4
[ADs] [PG] [FNN] Alteração do valor do programa dentro do AD.;August 18, 2025 11:39 AM;Pedro Augusto;21/08/2025;Aprovado;Educação
[ADs] [PG & PP] [Traction, CX, GDP] Paula Pimenta;August 18, 2025 1:26 PM;Erik Gomes;06/10/2025;Aprovado;
[ADs] [PP] [Traction] Gustavo Martins;August 18, 2025 1:37 PM;Gustavo Cairo;28/08/2025;Aprovado;
[ADs] [PG] [Traction] Aftermovie;August 18, 2025 1:43 PM;Gui Juhas;27/08/2025;Aprovado;
Live ECIE Conference - Polônia;August 18, 2025 3:34 PM;;;Aprovado;Matricial
[REELS] [Alfredo Soares] Corte 2 Valley;August 18, 2025 5:16 PM;Gustavo Cairo;26/08/2025;Aprovado;Social G4
[REELS] [Bruno Nardon] Corte 2  Valley;August 18, 2025 5:22 PM;Gustavo Cairo;26/08/2025;Aprovado;Social G4
[REELS] [Tallis Gomes] Corte 2 Valley;August 18, 2025 5:34 PM;Pedro Augusto;26/08/2025;Aprovado;
[REELS] [G4 Educação] Corte 2 Valley;August 18, 2025 6:15 PM;Gui Juhas;26/08/2025;Aprovado;Social G4
[STORIES] [SKILLS] Curso O Papel Do Líder Como Mentor;August 19, 2025 3:49 PM;Thainá Vilhena;;Aprovado;Educação
[YOUTUBE] Nardon - G4 Class;August 19, 2025 4:21 PM;Pedro Augusto;;Aprovado;
[VIDEO ABERTURA] [EVENTO] [RELANÇAMENTO GE];August 19, 2025 4:32 PM;Lucas Liberato;;Aprovado;
[CURSO] D2C - ENTREVISTA;August 20, 2025 10:41 AM;Thainá Vilhena;;Aprovado;Educação
[REELS] [SKILLS] IA Para Negócios;August 20, 2025 11:23 AM;Gui Juhas;;Cancelado;Educação
[SCL] [WebMeeting] 02;August 20, 2025 1:10 PM;Gui Juhas;22/08/2025;Aprovado;Comunidades
[CURSO] Crescimento Sustentável - Manoel Lins;August 20, 2025 4:08 PM;Thainá Vilhena;;Aprovado;Educação
[REELS] [SKILLS] Construindo metas;August 20, 2025 4:47 PM;Gui Juhas;;Cancelado;Educação
[REELS] [SKILLS] Divulgação do Skills Awards;August 20, 2025 4:57 PM;Gustavo Cairo;02/09/2025;Aprovado;Social G4
Mini Curso: Bate a meta, Brasil! - Relançamento G4 Traction com Higor Torchia;August 20, 2025 8:30 PM;Thainá Vilhena;29/08/2025;Aprovado;Educação
Mini Curso: Bate a meta, Brasil! - Relançamento G4 Traction com Jonathan Souza;August 20, 2025 8:34 PM;Thainá Vilhena;08/09/2025;Aprovado;Educação
[REELS] Case aluno - João;August 21, 2025 10:45 AM;Raffaella Lima;26/08/2025;Aprovado;Social G4
[REELS] [Skills] Q&A com o instrutor;August 21, 2025 4:51 PM;Thainá Vilhena;;Aprovado;Educação
[Case] [Journey] Gil Coutinho (DOALL);August 21, 2025 5:28 PM;Raffaella Lima;26/08/2025;Aprovado;Matricial
[ADs] [PG] [GE] Novo Gestão e Estratégia: Apresentação dos Mentores;August 21, 2025 5:58 PM;Lucas Liberato;22/08/2025;Aprovado;
[ADs] [PG] [GE] TG - Trecho Aula GE - Ago/25;August 21, 2025 6:35 PM;Wilson Silva;09/09/2025;Aprovado;
[ADs] [PG] [GE] Edição Depoimentos Freela;August 21, 2025 7:24 PM;Gustavo Cairo;29/08/2025;Aprovado;
[ADs] [SPRINTS] [AR] Edição Material Antigo - Sprints;August 21, 2025 8:31 PM;Erik Gomes;27/08/2025;Aprovado;
[ADs DEPOIMENTO] [CORPORATIVO] [G4 VALLEY] Laurence Tataren e Diogenes Malaquias;August 22, 2025 12:56 PM;Joyce Moraes;26/08/2025;Aprovado;Matricial
[ADs] [SPR] [AR] Ads - Tofu - Faceless - Sprints Aumento de Receita - 22.8;August 22, 2025 4:52 PM;Wilson Silva;;Aprovado;
[ADs] [PP] [ACADEMIA DE IA] Rafael Milagre;August 23, 2025 11:12 PM;Joyce Moraes;02/09/2025;Aprovado;
[Solicitação de material/gravação no Class] [G4Tools/Marketplace] Gravação sobre Inglês <> TG/Class;August 25, 2025 11:02 AM;Gui Juhas;;Cancelado;G4 Tools
Mini Curso: Bate a meta, Brasil! - Relançamento G4 Traction com Misa;August 25, 2025 11:27 AM;Thainá Vilhena;29/08/2025;Aprovado;Educação
[REELS] [SKILLS] Cortes Cacá Parra;August 25, 2025 4:32 PM;Thainá Vilhena;;Cancelado;Educação
[ADs] [PG] [FG4] Zambi;August 25, 2025 7:26 PM;Lucas Liberato;;Aprovado;Educação
[CLASS 15] Video Patrocinador - Agência Webfoco;August 26, 2025 9:35 AM;Wilson Silva;;Aprovado;Comunidades
[ADs] [PG] [FG4] Felipe Hatab;August 26, 2025 11:05 AM;Lucas Liberato;29/08/2025;Aprovado;Educação
[YOUTUBE] [G4] WHATSAPP MÁQUINA DE VENDAS;August 26, 2025 11:12 AM;Raffaella Lima;29/08/2025;Aprovado;Youtube G4
[ADs] [VSL G4 Valley] Tallis Gomes;August 26, 2025 12:57 PM;Erik Gomes;12/09/2025;Aprovado;Matricial
[ADs] [PP] [CX] Dennis Wang;August 26, 2025 1:13 PM;Lucas Liberato;16/09/2025;Aprovado;
[REELS] [G4 Skills] Arquitetura de Receita;August 26, 2025 4:13 PM;;;Cancelado;Educação
[ADs] [SPR Cultura] Maria Cândida - Corte Podcast;August 26, 2025 5:07 PM;Gui Juhas;08/09/2025;Aprovado;
[KV] [RELANÇAMENTO] [G4 TRACTION];August 27, 2025 12:58 PM;Gustavo Cairo;;Aprovado;
Animação KV Sprints;August 27, 2025 1:49 PM;Wilson Silva;10/09/2025;Aprovado;
[YOUTUBE] [TG] PREMIAÇÃO RJ;August 27, 2025 3:46 PM;Gui Juhas;;Aprovado;
[KV] [RELANÇAMENTO] [BATE A META];August 27, 2025 3:48 PM;Pedro Augusto;;Aprovado;
[YOUTUBE] [G4 Educação] CBF: Império Bilionário;August 27, 2025 4:35 PM;Gustavo Cairo;16/09/2025;Aprovado;Youtube G4
[YOUTUBE] [G4 Educação] Caso Felca: Vale a pena ser influencer no Brasil?;August 27, 2025 4:37 PM;Raffaella Lima;;Aprovado;Youtube G4
[Depoimento][ G4 Traction] Alexandre Hemza;August 27, 2025 6:31 PM;Joyce Moraes;;Aprovado;
[DEPOIMENTO] [G4 TRACTION] Raphael Gama;August 27, 2025 6:34 PM;Erik Gomes;27/10/2025;Cancelado;
[Depoimento] [G4 Traction] Pedro;August 27, 2025 6:35 PM;Joyce Moraes;;Aprovado;
[REELS] [G4 Educação] Corte 3 G4 Valley;August 28, 2025 9:11 AM;Wilson Silva;;Aprovado;Social G4
 PAULO VIEIRA: A ASCENSÃO - E AS POLÊMICAS - DO MAIOR COACH DO BRASIL | EXTREMOS ;August 28, 2025 3:09 PM;Joyce Moraes;;Aprovado;Podcast
[REELS] [Bruno Nardon] Corte 3 G4 Valley;August 29, 2025 10:50 AM;Gui Juhas;29/08/2025;Aprovado;Social G4
[REELS] [Alfredo Soares] Corte 3 G4 Valley;August 29, 2025 10:53 AM;Lucas Liberato;29/08/2025;Aprovado;Social G4
[YOUTUBE] Nardon - Giuliana Flores;August 29, 2025 10:55 AM;Pedro Augusto;;Aprovado;
[REELS] [Tallis Gomes] Corte 3 G4 Valley;August 29, 2025 10:56 AM;Pedro Augusto;29/08/2025;Aprovado;
[REELS] Nardon - Giuliana Flores;August 29, 2025 10:59 AM;Erik Gomes;;Aprovado;Social G4
[REELS] [G4 Educação] Convidados G4 Valley - Guilherme Benchimol;August 29, 2025 2:03 PM;Pedro Augusto;03/09/2025;Aprovado;Social G4
[REELS] [G4 EDUCAÇÃO] Convidado G4 Valley - Fábio Coelho;August 29, 2025 2:06 PM;Pedro Augusto;02/09/2025;Aprovado;Social G4
[REELS] [G4 Educação] Convidado G4 Valley - Caio Amato;August 29, 2025 2:17 PM;Joyce Moraes;11/09/2025;Aprovado;Social G4
[REELS] [G4 Educação] Convidado G4 Valley - Luiz Cezar - BTG;August 29, 2025 2:20 PM;Gustavo Cairo;02/09/2025;Aprovado;Social G4
[DEPOIMENTO] [JOURNEY] Jessica Vaz Jesus;August 29, 2025 7:58 PM;;29/08/2025;Aprovado;
[REELS] [G4 Educação] Cris Junqueira Valley;September 1, 2025 1:36 PM;Gui Juhas;02/09/2025;Aprovado;Social G4
[Produtos] [Scale] Mentoria 07;September 1, 2025 4:10 PM;Gui Juhas;;Aprovado;Comunidades
[REELS] [G4 EDUCAÇÃO] Prova Social - Pedro Santana;September 2, 2025 9:05 AM;Wilson Silva;02/09/2025;Aprovado;Social G4
[REELS] [G4 Educação] Prova Social Allan Barros;September 2, 2025 9:42 AM;Wilson Silva;02/09/2025;Aprovado;Social G4
Edição de vídeos pro KV Bate a Meta, Brasil! 2025;September 2, 2025 12:53 PM;Thainá Vilhena;19/09/2025;Aprovado;
[REELS] [G4 Educação] Corte 4 G4 Valley;September 2, 2025 2:29 PM;Wilson Silva;02/09/2025;Aprovado;Social G4
[VSL] [MATRICIAL] [G4 Valley 2025] Alfredo Soares;September 2, 2025 5:10 PM;Lucas Liberato;;Aprovado;Matricial
[REELS] [G4 Sprints] Corte Podcast - Nardon e Maria Candida;September 2, 2025 5:50 PM;Wilson Silva;03/09/2025;Aprovado;Social G4
[ABERTURA] [G4 TRACTION] Relançamento;September 2, 2025 7:19 PM;Erik Gomes;;Aprovado;
[REELS] [Tallis Gomes] Corte 4 G4 Valley;September 3, 2025 11:45 AM;Pedro Augusto;08/09/2025;Aprovado;
[REELS] [Alfredo Soares] Corte 4 G4 Valley;September 3, 2025 11:51 AM;Joyce Moraes;09/09/2025;Aprovado;Social G4
[REELS] [Nardon] Corte 4 G4 Valley;September 3, 2025 11:52 AM;Pedro Augusto;08/09/2025;Aprovado;Social G4
[REELS] [G4 Sprints] Corte Podcast Maria Candida & Nardon;September 3, 2025 11:54 AM;Gui Juhas;;Cancelado;Social G4
[Programas Profissionais] [G4 Formação em IA] Aula 9 T01;September 3, 2025 1:02 PM;Thainá Vilhena;;Aprovado;
[REELS] [G4 EDUCAÇÃO] Convidado G4 Valley - João Adibe;September 3, 2025 1:37 PM;Joyce Moraes;08/09/2025;Aprovado;Social G4
EDIÇÃO VIDEO TRILHA PA 04;September 3, 2025 4:40 PM;Gui Juhas;;Aprovado;Comunidades
[REELS] [G4 Educação] O que é o G4 Valley;September 3, 2025 5:53 PM;Wilson Silva;17/09/2025;Aprovado;Social G4
[CURSO] Como se preparar para a reforma tributária;September 4, 2025 12:05 PM;Thainá Vilhena;19/02/2026;Aprovado;Educação
[ADs] [PG] [Traction] Diversos Novo Traction;September 4, 2025 2:11 PM;Joyce Moraes;15/09/2025;Aprovado;
[ADs] [PG] [Traction] Allan Barros e Theo Orosco;September 4, 2025 2:15 PM;Raffaella Lima;18/09/2025;Aprovado;
[ADs] [PG & PP] [Traction e Sales] Theo Orosco;September 4, 2025 2:16 PM;Gustavo Cairo;;Cancelado;
[YOUTUBE] [G4 Educação] PCC: O crime que comprou a Faria Lima;September 4, 2025 2:49 PM;Erik Gomes;26/09/2025;Aprovado;Youtube G4
[MANIFESTO] [G4 TRACTION] Bate a Meta Brasil;September 4, 2025 6:12 PM;Wilson Silva;22/09/2025;Aprovado;
[ADs] [PG] [FG4] MISA;September 5, 2025 8:56 AM;Gui Juhas;;Aprovado;Educação
[ADs] [PG] [Traction] Ads Faceless - BMB25;September 5, 2025 11:19 AM;Erik Gomes;11/09/2025;Aprovado;
Trilha de Produto para comercial | Novo GE - Yngrid Veltroni;September 5, 2025 3:11 PM;Thainá Vilhena;;Aprovado;Educação
[ADs] [PG] [Traction] BMB25 - Ads Misa - 5.9;September 5, 2025 4:01 PM;Gui Juhas;;Aprovado;
[REELS] [G4 EDUCAÇÃO] Bate a Meta Brasil;September 5, 2025 6:05 PM;Gui Juhas;09/09/2025;Aprovado;Social G4
Skills | Semana do Cliente Online;September 8, 2025 2:18 PM;Gui Juhas;;Aprovado;Educação
[MANIFESTO] [PG] BATE A META Brasil - John;September 8, 2025 3:56 PM;Raffaella Lima;17/09/2025;Aprovado;
[Edição de Aftermovie] [PP] Criar aftermovie consolidado dos programas profissionais;September 8, 2025 4:23 PM;Raffaella Lima;19/09/2025;Aprovado;
[Skills] [AI na prática] Aula 7 - T01;September 8, 2025 5:49 PM;Thainá Vilhena;;Aprovado;Educação
[ADS][VSL - G4 Valley] Alfredo Soares;September 9, 2025 10:02 AM;Pedro Augusto;10/09/2025;Aprovado;Matricial
[ADs][G4 VALLEY] ALFREDO;September 9, 2025 10:32 AM;Wilson Silva;18/09/2025;Aprovado;Matricial
[ADs] [PG] [FG4] Criativos 6s;September 9, 2025 10:39 AM;Gustavo Cairo;19/09/2025;Aprovado;Educação
 COMO TRANSFORMAR CREDIBILIDADE EM NEGÓCIOS COM PHELIPE SIANI | EXTREMOS ;September 9, 2025 1:14 PM;Gui Juhas;;Aprovado;Podcast
[ADs] [SPR] [SPR-P.E] Napole - Cardoso - 17.09;September 9, 2025 2:32 PM;;;Cancelado;
[DEPOIMENTO] [JOURNEY] Jessica Vaz Jesus - Turma 03;September 9, 2025 2:40 PM;Erik Gomes;;Aprovado;Educação
[ADs] [SPR] [SPR-A.R] Yago Martins - Cardoso - 25.09;September 9, 2025 2:42 PM;;;Cancelado;
[ADs] [SPR] [SPR-A.R] Felipe Hatab - Cardoso - 23.09;September 9, 2025 2:49 PM;;;Cancelado;
[VSL] [FORMAÇÃO G4] EDIÇÃO;September 9, 2025 3:02 PM;Joyce Moraes;06/10/2025;Aprovado;Educação
[YOUTUBE] [G4 Educação] Lacoste;September 9, 2025 3:08 PM;Raffaella Lima;;Aprovado;Youtube G4
[DEPOIMENTO] [JOURNEY] Yuri Reis - Turma 03;September 9, 2025 3:13 PM;Erik Gomes;;Aprovado;Educação
[ADs] [PG] [BATE A META BR] Edição Vídeo Social - 9.9;September 9, 2025 4:54 PM;Gui Juhas;09/09/2025;Aprovado;
 O ROI DA CONTRATAÇÃO: PORQUE GENTE É A DECISÃO MAIS ESTRATÉGICA DA EMPRESA COM GUSTAVO ARANTES | PAPO DE GESTÃO ;September 10, 2025 10:05 AM;Gui Juhas;29/09/2025;Aprovado;Podcast
